Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_Utilization,Open_Accounts,Prev_Loan_Count,Prev_Loans_Repaid,Prev_Loan_Defaults,Avg_Prev_Loan_Amount,Repayment_Rate,Property_Area,Loan_Status
LP008899,Male,Yes,0,Graduate,Yes,2592,2721,196.0,300.0,744.0,35.3,4.0,2.0,2.0,0.0,217.6,1.0,Urban,Y
LP008900,Female,No,0,Graduate,No,5879,0,467.0,120.0,638.0,9.8,5.0,4.0,,2.0,77.5,0.5,Rural,N
LP008901,Male,Yes,0,Not Graduate,No,10611,0,578.0,300.0,631.0,49.9,5.0,2.0,1.0,1.0,500.0,0.5,Urban,N
LP008902,Female,Yes,2,Graduate,No,4271,7424,650.0,120.0,653.0,28.4,4.0,1.0,,0.0,303.1,1.0,Rural,Y
LP008903,Female,Yes,0,Not Graduate,Yes,9635,0,579.0,360.0,678.0,23.7,2.0,1.0,1.0,0.0,500.0,1.0,Rural,Y
LP008904,Female,Yes,0,Graduate,No,4076,3961,690.0,360.0,832.0,50.1,3.0,3.0,3.0,0.0,301.8,1.0,Semiurban,Y
LP008905,Male,Yes,1,Graduate,No,2826,0,279.0,360.0,790.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP008906,Male,No,0,Graduate,No,3322,0,136.0,360.0,818.0,20.6,4.0,3.0,3.0,0.0,34.3,1.0,Semiurban,Y
LP008907,Male,No,2,Graduate,Yes,2844,0,105.0,300.0,582.0,25.3,2.0,1.0,1.0,0.0,169.7,1.0,Urban,N
LP008908,Male,No,3+,Graduate,No,10162,1299,667.0,360.0,670.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP008909,Male,No,0,Graduate,No,8766,0,627.0,360.0,,23.3,2.0,4.0,3.0,1.0,500.0,0.75,Semiurban,Y
LP008910,Female,Yes,1,Graduate,Yes,5619,5136,800.0,360.0,638.0,11.2,4.0,1.0,1.0,0.0,500.0,1.0,Urban,Y
LP008911,Male,Yes,0,Graduate,No,1200,0,43.0,360.0,720.0,46.4,3.0,2.0,2.0,,89.3,1.0,Semiurban,Y
LP008912,Female,Yes,0,Graduate,No,10793,1390,800.0,360.0,758.0,32.2,2.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP008913,Female,Yes,2,Graduate,No,3537,0,110.0,240.0,769.0,30.1,5.0,1.0,1.0,0.0,119.2,1.0,Semiurban,Y
LP008914,Male,No,1,Graduate,No,3062,2378,466.0,360.0,699.0,40.7,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP008915,Male,Yes,1,Graduate,No,3641,0,321.0,360.0,642.0,52.3,6.0,5.0,,2.0,79.1,0.6,Semiurban,N
LP008916,Male,Yes,2,Graduate,No,4554,1533,146.0,360.0,627.0,25.2,2.0,3.0,2.0,1.0,371.2,0.67,Semiurban,N
LP008917,Male,Yes,0,Graduate,Yes,5757,0,89.0,360.0,646.0,54.4,4.0,3.0,2.0,1.0,407.1,0.67,Urban,N
LP008918,Female,Yes,1,Not Graduate,No,8540,0,289.0,180.0,818.0,43.9,3.0,2.0,2.0,0.0,500.0,1.0,Urban,Y
LP008919,Male,Yes,2,Graduate,No,6105,0,564.0,360.0,850.0,33.7,5.0,2.0,2.0,0.0,,1.0,Urban,Y
LP008920,Male,No,0,Not Graduate,No,4524,0,237.0,180.0,799.0,58.3,4.0,7.0,7.0,0.0,,1.0,Rural,Y
LP008921,Male,Yes,3+,Not Graduate,No,3558,0,,84.0,663.0,19.4,4.0,1.0,1.0,0.0,180.5,1.0,Semiurban,Y
LP008922,Male,No,,Not Graduate,No,2625,0,271.0,480.0,499.0,36.2,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP008923,Male,Yes,2,Graduate,No,5585,0,454.0,360.0,,15.6,2.0,3.0,2.0,1.0,172.2,0.67,Rural,N
LP008924,Female,No,2,Graduate,No,6110,1537,307.0,360.0,,24.0,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP008925,Male,No,1,Not Graduate,No,2812,2391,507.0,360.0,761.0,44.4,3.0,2.0,2.0,0.0,328.9,1.0,Semiurban,Y
LP008926,Male,No,0,Graduate,No,2362,1463,118.0,360.0,803.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP008927,Male,Yes,0,Graduate,No,7116,0,800.0,360.0,605.0,36.7,2.0,3.0,2.0,1.0,105.8,0.67,Urban,N
LP008928,Male,Yes,0,Not Graduate,Yes,3452,4987,778.0,480.0,645.0,32.9,3.0,0.0,0.0,,,0.0,Semiurban,N
LP008929,Male,No,1,Graduate,No,2206,0,70.0,12.0,831.0,22.7,3.0,1.0,1.0,0.0,126.8,1.0,Rural,Y
LP008930,Female,Yes,0,Graduate,Yes,2519,1575,202.0,360.0,653.0,9.9,3.0,1.0,1.0,0.0,219.0,1.0,Semiurban,Y
LP008931,Male,Yes,1,Not Graduate,No,6061,0,275.0,360.0,699.0,44.2,4.0,3.0,2.0,1.0,309.5,0.67,Urban,N
LP008932,Male,Yes,0,Graduate,Yes,11418,1970,800.0,360.0,780.0,,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP008933,Male,No,0,Graduate,No,8179,0,800.0,360.0,783.0,3.2,4.0,,2.0,0.0,500.0,1.0,Semiurban,Y
LP008934,Male,Yes,0,Graduate,Yes,1441,900,44.0,360.0,732.0,17.8,,2.0,2.0,0.0,94.9,1.0,Urban,Y
LP008935,Male,No,1,Graduate,,4197,1834,299.0,120.0,648.0,32.6,4.0,1.0,1.0,0.0,342.1,1.0,Rural,N
LP008936,Male,Yes,2,Graduate,No,7256,2584,,300.0,770.0,30.0,4.0,0.0,0.0,0.0,,0.0,Semiurban,Y
LP008937,Male,Yes,0,Graduate,No,1834,0,122.0,360.0,631.0,30.7,2.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP008938,Female,Yes,0,Graduate,No,11746,0,800.0,360.0,850.0,36.9,3.0,6.0,5.0,1.0,500.0,0.83,Urban,Y
LP008939,Male,Yes,3+,Graduate,No,1508,0,96.0,240.0,771.0,8.4,4.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP008940,Male,Yes,0,Graduate,No,6392,0,697.0,84.0,695.0,18.7,3.0,0.0,0.0,0.0,,0.0,Semiurban,Y
LP008941,Male,Yes,2,Not Graduate,No,3603,0,272.0,360.0,675.0,22.4,3.0,2.0,1.0,,65.1,0.5,Rural,N
LP008942,Male,Yes,1,Graduate,No,5069,0,276.0,360.0,602.0,28.8,8.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP008943,Female,No,0,Graduate,No,4682,0,111.0,360.0,719.0,28.3,8.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP008944,Female,Yes,1,Graduate,No,2630,0,196.0,300.0,709.0,14.4,7.0,6.0,5.0,1.0,170.1,0.83,Rural,Y
LP008945,Male,Yes,3+,Graduate,No,6133,0,385.0,360.0,829.0,29.1,1.0,1.0,1.0,0.0,309.1,1.0,Semiurban,Y
LP008946,Female,Yes,,Graduate,No,3881,0,323.0,360.0,737.0,16.5,4.0,1.0,1.0,0.0,197.4,1.0,Semiurban,Y
LP008947,Female,Yes,2,Graduate,Yes,6309,0,362.0,360.0,715.0,18.8,2.0,1.0,1.0,0.0,405.9,1.0,Urban,Y
LP008948,Female,Yes,1,Graduate,No,3010,0,192.0,360.0,812.0,39.1,1.0,1.0,1.0,0.0,192.5,1.0,Urban,Y
LP008949,Male,Yes,0,Graduate,No,3841,0,333.0,360.0,716.0,14.6,2.0,1.0,1.0,0.0,271.1,1.0,Semiurban,Y
LP008950,Male,No,0,Graduate,Yes,6210,3264,800.0,84.0,688.0,55.2,4.0,1.0,,0.0,393.7,1.0,Urban,Y
LP008951,Male,Yes,0,Graduate,No,2881,2407,458.0,360.0,712.0,6.9,7.0,4.0,3.0,1.0,233.9,0.75,Semiurban,Y
LP008952,Female,No,3+,Not Graduate,No,8980,4513,800.0,240.0,648.0,17.0,5.0,1.0,1.0,0.0,424.2,1.0,Rural,N
LP008953,Male,Yes,0,Graduate,No,5309,1479,,300.0,686.0,70.8,1.0,,0.0,,0.0,0.0,Rural,N
LP008954,Male,No,0,Not Graduate,No,14613,2322,796.0,,706.0,66.2,1.0,3.0,3.0,0.0,453.0,1.0,Rural,Y
LP008955,Male,Yes,0,Not Graduate,No,4030,0,334.0,360.0,850.0,19.1,2.0,1.0,1.0,0.0,121.7,1.0,Semiurban,Y
LP008956,Male,Yes,0,Graduate,No,5239,0,229.0,180.0,678.0,7.5,6.0,2.0,1.0,1.0,325.7,0.5,Semiurban,N
LP008957,Male,No,0,Graduate,No,3884,1148,340.0,360.0,671.0,30.1,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP008958,Female,Yes,0,Not Graduate,No,4462,0,172.0,240.0,,40.3,5.0,4.0,3.0,1.0,138.2,0.75,Semiurban,N
LP008959,Male,Yes,0,Graduate,No,6206,2070,265.0,360.0,767.0,48.5,3.0,2.0,2.0,0.0,478.3,1.0,Urban,Y
LP008960,Female,Yes,2,Graduate,No,11743,0,800.0,60.0,704.0,20.9,4.0,1.0,1.0,0.0,243.8,1.0,Rural,Y
LP008961,Male,No,1,Graduate,No,10494,9703,489.0,240.0,742.0,15.1,5.0,2.0,2.0,0.0,500.0,1.0,Rural,Y
LP008962,Male,No,0,Graduate,No,7105,0,401.0,,691.0,37.4,6.0,4.0,3.0,1.0,262.1,0.75,Semiurban,N
LP008963,Male,No,1,Graduate,No,2343,0,258.0,360.0,660.0,49.9,3.0,2.0,2.0,0.0,150.7,1.0,Urban,N
LP008964,Male,No,1,Graduate,No,3564,0,323.0,360.0,707.0,48.9,0.0,2.0,2.0,0.0,154.0,1.0,Urban,N
LP008965,Male,Yes,0,Graduate,No,6314,1235,223.0,360.0,672.0,34.4,3.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP008966,Male,Yes,0,Graduate,Yes,2758,2563,471.0,180.0,714.0,15.9,5.0,6.0,5.0,1.0,142.4,0.83,Rural,Y
LP008967,Male,No,2,Graduate,No,4403,5725,371.0,360.0,686.0,,3.0,5.0,4.0,,183.5,0.8,Rural,N
LP008968,Male,No,1,Graduate,No,4896,0,475.0,360.0,735.0,7.9,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP008969,Male,Yes,0,Graduate,No,13256,0,800.0,180.0,688.0,10.3,2.0,5.0,4.0,1.0,500.0,0.8,Semiurban,Y
LP008970,Male,No,0,Graduate,No,4046,981,326.0,300.0,850.0,48.8,7.0,4.0,4.0,0.0,310.7,1.0,Rural,Y
LP008971,Male,Yes,2,Graduate,Yes,1730,1313,123.0,120.0,552.0,33.7,3.0,1.0,0.0,1.0,173.2,0.0,Rural,N
LP008972,Male,No,1,Graduate,No,7061,0,448.0,360.0,782.0,15.3,5.0,3.0,3.0,0.0,411.2,1.0,Semiurban,Y
LP008973,Male,No,3+,Not Graduate,No,8324,588,588.0,360.0,634.0,44.8,1.0,2.0,1.0,1.0,500.0,0.5,Urban,N
LP008974,Male,No,,Graduate,No,17451,3719,800.0,36.0,715.0,28.8,5.0,1.0,1.0,0.0,500.0,1.0,Urban,Y
LP008975,Male,Yes,0,Graduate,Yes,3414,4738,507.0,360.0,734.0,48.0,5.0,,1.0,0.0,368.1,1.0,Semiurban,Y
LP008976,Male,Yes,2,Graduate,No,1951,4044,387.0,360.0,742.0,17.0,3.0,1.0,1.0,0.0,455.4,1.0,Semiurban,Y
LP008977,Male,Yes,0,Graduate,No,5494,778,661.0,360.0,803.0,50.1,4.0,2.0,2.0,0.0,438.6,1.0,Semiurban,Y
LP008978,Male,Yes,0,Graduate,No,6091,0,678.0,36.0,694.0,31.0,6.0,2.0,1.0,1.0,481.6,0.5,Rural,Y
LP008979,Male,No,0,Graduate,No,6292,1340,642.0,360.0,679.0,26.5,3.0,3.0,2.0,1.0,461.8,0.67,Rural,N
LP008980,Male,No,0,Graduate,No,3490,0,114.0,300.0,628.0,20.1,3.0,7.0,5.0,2.0,,0.71,Rural,N
LP008981,Female,Yes,2,Not Graduate,No,5750,0,,300.0,815.0,25.4,2.0,3.0,3.0,0.0,452.8,1.0,Urban,Y
LP008982,Male,Yes,1,Not Graduate,Yes,4740,0,397.0,360.0,595.0,31.3,2.0,3.0,2.0,1.0,86.1,0.67,Semiurban,N
LP008983,Male,Yes,0,Graduate,No,3171,5632,632.0,360.0,779.0,53.9,4.0,1.0,1.0,0.0,,1.0,Semiurban,Y
LP008984,Male,Yes,1,Not Graduate,Yes,2302,0,240.0,360.0,610.0,45.9,5.0,5.0,2.0,3.0,96.5,0.4,Urban,N
LP008985,Male,No,1,Graduate,No,3662,0,364.0,360.0,701.0,9.3,7.0,6.0,5.0,1.0,217.4,0.83,Semiurban,Y
LP008986,,No,3+,Graduate,No,4270,3126,800.0,360.0,611.0,10.2,6.0,0.0,0.0,,0.0,0.0,Urban,N
LP008987,Male,No,2,Graduate,Yes,6715,0,188.0,360.0,608.0,23.5,5.0,5.0,3.0,2.0,275.0,0.6,Rural,N
LP008988,Female,Yes,0,Graduate,No,4363,2385,361.0,360.0,850.0,21.3,5.0,3.0,3.0,0.0,91.2,1.0,Urban,Y
LP008989,Female,Yes,3+,Not Graduate,Yes,3270,0,104.0,360.0,730.0,7.1,3.0,3.0,3.0,0.0,91.8,1.0,Rural,Y
LP008990,Male,Yes,0,Graduate,No,6137,3696,710.0,360.0,681.0,38.6,6.0,6.0,4.0,2.0,,0.67,Urban,N
LP008991,Male,Yes,0,Graduate,No,4257,1001,111.0,360.0,789.0,16.4,4.0,5.0,5.0,0.0,,1.0,Urban,Y
LP008992,Male,No,0,Not Graduate,No,2930,4048,582.0,360.0,784.0,52.7,4.0,1.0,1.0,0.0,385.8,1.0,Semiurban,Y
LP008993,Male,Yes,0,Graduate,No,5455,0,614.0,360.0,814.0,19.1,1.0,8.0,7.0,1.0,91.1,0.88,Semiurban,Y
LP008994,Male,Yes,2,Graduate,No,6640,2263,800.0,360.0,709.0,19.8,1.0,1.0,1.0,0.0,454.8,1.0,Urban,Y
LP008995,Male,No,2,Graduate,No,4215,0,,360.0,646.0,14.8,6.0,2.0,1.0,1.0,165.8,0.5,Rural,N
LP008996,Male,No,2,Graduate,No,11967,2566,396.0,180.0,769.0,16.0,7.0,2.0,2.0,0.0,326.4,1.0,Urban,Y
LP008997,Male,Yes,3+,Graduate,Yes,9333,0,579.0,360.0,632.0,37.7,4.0,1.0,1.0,0.0,500.0,1.0,Urban,N
LP008998,Female,No,0,Graduate,No,6080,0,488.0,360.0,653.0,56.4,3.0,3.0,2.0,1.0,251.0,0.67,Semiurban,N
LP008999,Male,Yes,0,Graduate,No,3572,1843,307.0,360.0,819.0,34.0,2.0,1.0,1.0,0.0,398.8,1.0,Semiurban,Y
LP009000,Female,No,1,Not Graduate,No,1492,7190,146.0,300.0,543.0,34.0,4.0,3.0,1.0,2.0,126.0,0.33,Rural,N
LP009001,Female,Yes,3+,Graduate,No,2143,0,128.0,240.0,850.0,14.2,4.0,3.0,3.0,0.0,147.0,1.0,Urban,Y
LP009002,Male,Yes,3+,Graduate,No,7586,0,723.0,360.0,692.0,34.1,6.0,7.0,6.0,1.0,500.0,0.86,Urban,N
LP009003,Male,Yes,0,Graduate,No,2554,10853,,360.0,793.0,17.4,3.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009004,Male,Yes,2,Graduate,No,5687,0,131.0,360.0,734.0,28.3,3.0,4.0,3.0,1.0,188.6,0.75,Rural,Y
LP009005,Male,Yes,2,Graduate,,2601,0,188.0,360.0,746.0,25.3,2.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009006,Male,No,0,Graduate,Yes,3989,0,204.0,360.0,720.0,16.7,5.0,4.0,4.0,0.0,115.1,1.0,Urban,Y
LP009007,Male,Yes,1,Graduate,No,3333,0,241.0,360.0,701.0,21.1,4.0,2.0,2.0,0.0,86.3,1.0,Rural,Y
LP009008,Male,No,0,Graduate,No,7345,0,,360.0,727.0,,2.0,2.0,2.0,0.0,177.6,1.0,Semiurban,Y
LP009009,Male,Yes,0,Not Graduate,No,7661,1434,355.0,360.0,631.0,29.8,5.0,3.0,2.0,1.0,383.3,0.67,Semiurban,N
LP009010,Male,Yes,3+,Graduate,No,1685,0,139.0,360.0,821.0,12.5,2.0,1.0,1.0,0.0,29.7,1.0,Urban,Y
LP009011,,No,,Graduate,No,9993,2936,800.0,180.0,608.0,58.6,2.0,1.0,1.0,0.0,485.6,1.0,Urban,N
LP009012,Male,No,1,Graduate,No,3800,0,292.0,480.0,825.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009013,Male,Yes,2,Graduate,No,8531,0,733.0,360.0,676.0,47.4,3.0,1.0,1.0,0.0,281.6,1.0,Rural,Y
LP009014,Male,Yes,0,Graduate,No,9791,3246,708.0,360.0,850.0,20.4,2.0,2.0,2.0,0.0,345.2,1.0,Semiurban,Y
LP009015,Male,No,0,Not Graduate,No,3170,549,363.0,360.0,754.0,48.4,3.0,1.0,1.0,0.0,163.7,1.0,Urban,Y
LP009016,Male,Yes,0,Graduate,No,11754,4086,303.0,,720.0,25.4,4.0,,1.0,0.0,500.0,1.0,Semiurban,Y
LP009017,Male,Yes,2,Graduate,No,1520,0,86.0,360.0,683.0,40.5,2.0,1.0,1.0,0.0,48.3,1.0,Semiurban,Y
LP009018,Female,Yes,3+,Graduate,No,2388,0,214.0,240.0,642.0,,9.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP009019,Male,Yes,1,Graduate,No,3459,1539,114.0,360.0,752.0,36.7,2.0,4.0,4.0,0.0,207.8,1.0,Semiurban,Y
LP009020,Male,Yes,3+,Not Graduate,No,2392,3072,612.0,360.0,829.0,53.2,3.0,2.0,2.0,0.0,263.9,1.0,Rural,N
LP009021,Male,No,2,Graduate,,1867,1506,357.0,360.0,652.0,46.8,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009022,Female,Yes,1,Graduate,No,8231,0,769.0,360.0,617.0,54.2,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP009023,Male,Yes,1,Graduate,No,3400,0,132.0,240.0,802.0,27.2,4.0,7.0,7.0,0.0,88.8,1.0,Rural,Y
LP009024,Male,No,2,Not Graduate,No,4661,1340,133.0,360.0,722.0,23.7,3.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009025,Male,No,0,Graduate,No,6673,777,452.0,360.0,779.0,8.4,,0.0,0.0,,0.0,0.0,Urban,Y
LP009026,Male,Yes,0,Graduate,No,8555,0,460.0,480.0,704.0,20.3,4.0,2.0,2.0,0.0,334.5,1.0,Urban,Y
LP009027,Male,No,0,Graduate,No,11281,0,250.0,480.0,830.0,18.5,7.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009028,Male,No,3+,Graduate,No,2633,5494,,360.0,559.0,47.4,5.0,4.0,1.0,3.0,260.3,0.25,Semiurban,N
LP009029,Female,Yes,3+,Graduate,No,11252,0,800.0,360.0,763.0,18.7,9.0,2.0,2.0,0.0,,1.0,Semiurban,Y
LP009030,Male,Yes,0,Graduate,No,4900,0,437.0,360.0,,26.3,4.0,2.0,2.0,0.0,136.6,1.0,Urban,Y
LP009031,Male,No,3+,Graduate,No,4919,0,531.0,180.0,713.0,18.4,9.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009032,Male,Yes,1,Graduate,No,3762,1728,101.0,360.0,581.0,38.7,3.0,3.0,2.0,1.0,365.8,0.67,Semiurban,N
LP009033,Male,Yes,0,Graduate,No,5352,0,207.0,360.0,771.0,32.5,5.0,2.0,2.0,0.0,123.3,1.0,Semiurban,Y
LP009034,Female,No,2,Graduate,No,11228,0,800.0,360.0,837.0,26.8,2.0,1.0,1.0,0.0,402.8,1.0,Semiurban,Y
LP009035,Male,Yes,1,Not Graduate,No,6597,0,591.0,360.0,670.0,36.4,6.0,3.0,2.0,1.0,461.6,0.67,Urban,N
LP009036,Male,No,0,Graduate,Yes,8598,1056,250.0,360.0,724.0,30.5,1.0,4.0,3.0,1.0,192.4,0.75,Urban,Y
LP009037,Male,Yes,0,Not Graduate,No,2638,405,358.0,360.0,708.0,21.4,3.0,4.0,3.0,1.0,214.0,0.75,Semiurban,Y
LP009038,Female,Yes,0,Graduate,Yes,3431,363,187.0,360.0,792.0,3.3,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP009039,Male,Yes,1,Graduate,No,4672,0,224.0,360.0,690.0,18.2,2.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP009040,Male,Yes,0,Not Graduate,No,6018,3890,739.0,360.0,703.0,71.1,6.0,3.0,3.0,0.0,344.2,1.0,Urban,Y
LP009041,Male,No,2,Graduate,No,5472,0,578.0,360.0,598.0,29.8,5.0,3.0,2.0,1.0,428.0,,Semiurban,N
LP009042,Male,No,1,Graduate,No,13078,0,800.0,360.0,599.0,29.3,8.0,1.0,1.0,0.0,500.0,1.0,Semiurban,N
LP009043,Female,Yes,0,Graduate,No,2982,0,244.0,360.0,669.0,37.5,1.0,1.0,1.0,0.0,177.2,1.0,Rural,Y
LP009044,Male,No,2,Graduate,No,5882,0,641.0,360.0,624.0,35.8,2.0,3.0,1.0,2.0,436.7,0.33,Urban,N
LP009045,Male,Yes,3+,Graduate,,6036,3461,252.0,360.0,753.0,33.5,5.0,1.0,1.0,0.0,351.9,1.0,Semiurban,Y
LP009046,Male,Yes,0,Graduate,No,3496,637,372.0,360.0,590.0,18.0,7.0,2.0,1.0,1.0,308.2,0.5,Semiurban,N
LP009047,Male,Yes,1,Graduate,No,4277,1774,723.0,180.0,794.0,37.4,2.0,4.0,4.0,0.0,174.4,1.0,Urban,Y
LP009048,Male,Yes,2,Graduate,Yes,2987,0,189.0,,768.0,39.2,4.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009049,Female,No,0,Graduate,No,5309,1646,769.0,360.0,848.0,36.7,6.0,0.0,0.0,,0.0,0.0,Semiurban,Y
LP009050,Male,Yes,0,Graduate,No,2016,0,55.0,360.0,700.0,17.4,6.0,1.0,1.0,,129.3,1.0,Urban,Y
LP009051,Female,Yes,1,Not Graduate,No,12270,5800,800.0,120.0,745.0,14.1,4.0,4.0,4.0,0.0,500.0,1.0,Semiurban,Y
LP009052,Male,Yes,1,Graduate,,3841,3126,651.0,360.0,818.0,,2.0,3.0,3.0,0.0,317.3,1.0,Rural,Y
LP009053,Male,No,0,Graduate,No,2898,0,343.0,360.0,796.0,22.6,5.0,2.0,2.0,0.0,157.6,1.0,Rural,Y
LP009054,Male,No,0,Not Graduate,No,1567,5057,661.0,360.0,686.0,35.4,4.0,2.0,1.0,1.0,204.7,0.5,Rural,N
LP009055,Male,No,1,Graduate,No,3595,0,111.0,12.0,,16.1,0.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009056,Female,Yes,0,Graduate,No,3857,0,341.0,360.0,850.0,49.1,1.0,4.0,4.0,0.0,202.4,1.0,Rural,Y
LP009057,Female,Yes,2,Graduate,No,5342,6104,231.0,240.0,571.0,23.9,3.0,,0.0,0.0,0.0,0.0,Rural,N
LP009058,Male,Yes,2,Not Graduate,No,3921,2848,490.0,360.0,777.0,29.0,3.0,3.0,3.0,0.0,,1.0,Urban,Y
LP009059,Male,Yes,0,Graduate,,25282,0,800.0,60.0,577.0,27.1,7.0,3.0,1.0,2.0,500.0,0.33,Urban,N
LP009060,Male,No,0,Graduate,No,2075,0,89.0,36.0,824.0,70.6,0.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009061,Female,Yes,,Graduate,No,6427,0,,,850.0,61.1,2.0,4.0,4.0,0.0,500.0,1.0,Rural,Y
LP009062,Female,Yes,1,Graduate,Yes,5673,0,607.0,360.0,696.0,35.7,5.0,1.0,1.0,0.0,349.7,1.0,Semiurban,Y
LP009063,Female,Yes,3+,Graduate,No,1980,4248,149.0,360.0,825.0,47.4,3.0,2.0,2.0,0.0,88.6,1.0,Urban,Y
LP009064,Male,Yes,0,Graduate,Yes,3657,3730,321.0,180.0,799.0,18.5,4.0,2.0,2.0,0.0,337.5,,Urban,Y
LP009065,Male,Yes,1,Graduate,No,18205,2773,800.0,360.0,850.0,55.3,7.0,1.0,1.0,0.0,231.1,1.0,Rural,Y
LP009066,Male,,0,Graduate,No,3248,0,82.0,120.0,779.0,49.1,,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP009067,Male,Yes,2,Graduate,No,14948,0,800.0,360.0,,8.0,2.0,1.0,1.0,0.0,,1.0,Rural,Y
LP009068,Male,No,0,Graduate,No,4161,0,73.0,360.0,761.0,19.2,7.0,4.0,4.0,0.0,286.9,1.0,Urban,Y
LP009069,Male,Yes,2,Not Graduate,No,4534,6195,594.0,360.0,698.0,9.1,1.0,1.0,,0.0,355.7,1.0,Semiurban,Y
LP009070,Male,No,0,Not Graduate,No,3551,0,340.0,300.0,744.0,29.8,6.0,1.0,1.0,0.0,,1.0,Rural,Y
LP009071,Female,No,0,Graduate,No,2451,1058,353.0,360.0,660.0,57.1,3.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP009072,Female,No,0,Not Graduate,Yes,2146,1432,316.0,360.0,768.0,36.5,4.0,0.0,0.0,,0.0,0.0,Semiurban,Y
LP009073,Male,Yes,0,Graduate,No,3090,1795,178.0,360.0,661.0,23.2,3.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP009074,Male,Yes,0,Graduate,No,6985,6859,800.0,360.0,766.0,6.7,4.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009075,Male,No,0,Graduate,No,6153,0,545.0,360.0,588.0,32.3,5.0,4.0,2.0,2.0,488.9,0.5,Semiurban,N
LP009076,Male,Yes,0,Not Graduate,No,3560,0,374.0,360.0,567.0,,5.0,5.0,2.0,3.0,202.6,0.4,Semiurban,N
LP009077,Female,Yes,0,Not Graduate,No,13733,0,800.0,360.0,763.0,6.0,4.0,2.0,2.0,0.0,203.1,1.0,Urban,Y
LP009078,Female,Yes,2,Graduate,No,2681,3456,647.0,360.0,581.0,27.1,4.0,1.0,1.0,0.0,402.4,1.0,Semiurban,N
LP009079,Male,No,2,Graduate,No,5852,0,493.0,360.0,723.0,29.9,7.0,1.0,1.0,0.0,94.8,1.0,Semiurban,Y
LP009080,Male,No,0,Graduate,No,2028,0,192.0,360.0,436.0,43.6,3.0,2.0,1.0,1.0,97.4,0.5,Semiurban,N
LP009081,Male,Yes,0,Graduate,Yes,5330,0,572.0,360.0,784.0,6.5,3.0,7.0,7.0,0.0,83.4,1.0,Rural,Y
LP009082,Male,Yes,0,Not Graduate,No,6057,1955,511.0,360.0,,30.2,3.0,4.0,2.0,2.0,453.7,0.5,Urban,N
LP009083,Male,No,0,Graduate,Yes,3952,1034,273.0,360.0,,27.7,1.0,2.0,2.0,0.0,128.0,1.0,Semiurban,Y
LP009084,Female,Yes,0,Graduate,No,4568,1175,212.0,36.0,750.0,18.8,1.0,1.0,1.0,0.0,405.0,1.0,Semiurban,Y
LP009085,Male,Yes,0,Not Graduate,No,3340,3412,289.0,360.0,757.0,23.6,5.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP009086,Male,Yes,3+,Graduate,No,7772,1391,661.0,180.0,724.0,23.7,3.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP009087,Male,No,2,Graduate,No,7517,0,217.0,360.0,720.0,86.0,4.0,5.0,4.0,1.0,291.8,0.8,Semiurban,N
LP009088,Female,Yes,0,Graduate,No,5784,0,570.0,480.0,644.0,39.3,6.0,6.0,4.0,2.0,273.8,0.67,Semiurban,N
