Record_ID,Person_ID,Loan_Type,Loan_Amount,Loan_Date,Loan_Term_Months,Status,Lender
REC005736,PER02115,Business Loan,68,2020-07-25,60,Defaulted,Canara Bank
REC005737,PER02115,Education Loan,33,2020-12-17,84,Repaid,Tata Capital
REC005738,PER02115,Personal Loan,90,2023-04-12,12,Repaid,HDFC Bank
REC005739,PER02115,Education Loan,50,2015-03-03,36,Repaid,Yes Bank
REC005740,PER02116,Home Loan,121,2021-12-26,180,Repaid,Bajaj Finserv
REC005741,PER02116,Personal Loan,19,2017-08-11,60,Active,Kotak Mahindra
REC005742,PER02117,Home Loan,147,2016-08-14,180,Active,Tata Capital
REC005743,PER02118,Gold Loan,21,2011-10-14,36,Repaid,Bajaj Finserv
REC005744,PER02118,Personal Loan,37,2011-07-28,48,Repaid,Tata Capital
REC005745,PER02118,Home Loan,287,2015-11-18,180,Defaulted,Kotak Mahindra
REC005746,PER02119,Education Loan,32,2017-11-12,36,Repaid,SBI
REC005747,PER02119,Home Loan,105,2015-02-10,360,Repaid,Union Bank
REC005748,PER02120,Home Loan,210,2020-04-21,120,Repaid,IndusInd Bank
REC005749,PER02120,Home Loan,226,2024-07-06,240,Repaid,Canara Bank
REC005750,PER02120,Consumer Durable Loan,5,2017-03-02,12,Active,Canara Bank
REC005751,PER02120,Car Loan,57,2019-02-25,60,Active,Bajaj Finserv
REC005752,PER02122,Car Loan,87,2014-07-20,36,Repaid,SBI
REC005753,PER02122,Education Loan,56,2022-04-18,48,Active,HDFC Bank
REC005754,PER02123,Personal Loan,22,2025-03-14,24,Repaid,Canara Bank
REC005755,PER02123,Home Loan,149,2023-03-11,240,Active,Yes Bank
REC005756,PER02123,Car Loan,77,2019-06-02,84,Repaid,Axis Bank
REC005757,PER02123,Consumer Durable Loan,7,2025-09-26,24,Repaid,Yes Bank
REC005758,PER02123,Car Loan,50,2020-09-24,84,Repaid,Axis Bank
REC005759,PER02124,Education Loan,43,2016-08-09,48,Repaid,Union Bank
REC005760,PER02124,Education Loan,20,2011-07-06,60,Active,Yes Bank
REC005761,PER02124,Personal Loan,36,2020-12-21,36,Defaulted,Axis Bank
REC005762,PER02124,Car Loan,89,2015-01-22,36,Active,Bajaj Finserv
REC005763,PER02125,Home Loan,88,2015-03-01,300,Repaid,Canara Bank
REC005764,PER02125,Personal Loan,44,2017-03-09,24,Repaid,Kotak Mahindra
REC005765,PER02125,Business Loan,314,2016-10-03,24,Repaid,Canara Bank
REC005766,PER02125,Home Loan,181,2018-04-03,300,Defaulted,HDFC Bank
REC005767,PER02126,Home Loan,204,2018-01-27,300,Repaid,Axis Bank
REC005768,PER02126,Home Loan,163,2011-01-28,120,Repaid,Tata Capital
REC005769,PER02127,Personal Loan,42,2013-02-11,36,Active,SBI
REC005770,PER02128,Education Loan,38,2011-07-06,48,Repaid,Tata Capital
REC005771,PER02128,Personal Loan,14,2022-12-19,60,Repaid,Bajaj Finserv
REC005772,PER02128,Home Loan,207,2021-02-21,360,Repaid,Axis Bank
REC005773,PER02128,Two-Wheeler Loan,2,2011-03-02,36,Active,Union Bank
REC005774,PER02128,Education Loan,21,2025-10-17,60,Repaid,IndusInd Bank
REC005775,PER02128,Business Loan,54,2021-11-16,24,Active,Kotak Mahindra
REC005776,PER02129,Personal Loan,26,2022-07-03,60,Active,PNB
REC005777,PER02130,Home Loan,127,2021-11-26,240,Defaulted,PNB
REC005778,PER02130,Personal Loan,44,2018-02-10,24,Defaulted,Bank of Baroda
REC005779,PER02130,Business Loan,20,2015-03-09,36,Defaulted,Tata Capital
REC005780,PER02131,Home Loan,141,2023-11-11,180,Active,PNB
REC005781,PER02131,Education Loan,122,2019-09-25,36,Repaid,IDBI Bank
REC005782,PER02132,Personal Loan,16,2017-11-18,36,Active,IDBI Bank
REC005783,PER02132,Consumer Durable Loan,9,2014-12-12,36,Active,Bajaj Finserv
REC005784,PER02132,Personal Loan,23,2011-07-16,36,Active,Yes Bank
REC005785,PER02132,Home Loan,413,2020-01-24,360,Repaid,Canara Bank
REC005786,PER02133,Car Loan,66,2015-08-27,60,Repaid,SBI
REC005787,PER02133,Personal Loan,56,2019-11-06,36,Active,Kotak Mahindra
REC005788,PER02134,Education Loan,84,2020-12-28,60,Repaid,Axis Bank
REC005789,PER02134,Personal Loan,25,2016-11-05,12,Repaid,Bank of Baroda
REC005790,PER02134,Home Loan,169,2020-02-18,180,Repaid,Union Bank
REC005791,PER02135,Personal Loan,11,2015-07-06,12,Active,ICICI Bank
REC005792,PER02135,Gold Loan,13,2016-09-12,12,Active,SBI
REC005793,PER02136,Education Loan,15,2014-12-05,36,Active,HDFC Bank
REC005794,PER02136,Home Loan,219,2018-09-05,300,Repaid,Bank of Baroda
REC005795,PER02136,Education Loan,72,2015-11-14,36,Active,LIC Housing Finance
REC005796,PER02137,Home Loan,97,2015-11-10,300,Repaid,HDFC Bank
REC005797,PER02137,Home Loan,162,2024-11-02,240,Repaid,Canara Bank
REC005798,PER02137,Education Loan,39,2018-06-03,60,Repaid,Axis Bank
REC005799,PER02138,Business Loan,26,2017-08-05,24,Repaid,Kotak Mahindra
REC005800,PER02138,Car Loan,62,2020-05-15,84,Repaid,IDBI Bank
REC005801,PER02139,Home Loan,184,2021-11-05,300,Defaulted,IndusInd Bank
REC005802,PER02139,Home Loan,138,2011-06-06,360,Active,Union Bank
REC005803,PER02140,Home Loan,128,2021-06-14,300,Active,Tata Capital
REC005804,PER02140,Personal Loan,43,2016-08-27,48,Defaulted,SBI
REC005805,PER02141,Home Loan,50,2016-09-17,240,Repaid,Canara Bank
REC005806,PER02141,Personal Loan,15,2020-01-14,60,Repaid,Tata Capital
REC005807,PER02141,Education Loan,53,2023-12-07,84,Repaid,Kotak Mahindra
REC005808,PER02142,Car Loan,61,2022-09-26,60,Active,Axis Bank
REC005809,PER02142,Home Loan,225,2013-03-19,120,Defaulted,Union Bank
REC005810,PER02142,Gold Loan,6,2022-04-13,48,Repaid,IDBI Bank
REC005811,PER02143,Two-Wheeler Loan,7,2018-07-05,12,Defaulted,IDBI Bank
REC005812,PER02144,Home Loan,164,2018-02-15,360,Repaid,PNB
REC005813,PER02144,Business Loan,26,2011-12-14,24,Active,SBI
REC005814,PER02145,Car Loan,25,2012-09-25,48,Defaulted,Axis Bank
REC005815,PER02145,Consumer Durable Loan,13,2025-12-15,36,Repaid,Axis Bank
REC005816,PER02146,Car Loan,116,2023-05-23,36,Active,IDBI Bank
REC005817,PER02147,Personal Loan,30,2014-07-21,60,Repaid,Yes Bank
REC005818,PER02147,Car Loan,65,2016-11-05,36,Defaulted,Yes Bank
REC005819,PER02147,Personal Loan,23,2012-12-20,60,Repaid,Canara Bank
REC005820,PER02148,Home Loan,299,2010-07-17,360,Repaid,IndusInd Bank
REC005821,PER02149,Home Loan,73,2023-04-11,240,Defaulted,Bajaj Finserv
REC005822,PER02149,Home Loan,152,2016-07-18,360,Active,Bank of Baroda
REC005823,PER02149,Education Loan,124,2020-06-28,36,Active,Bank of Baroda
REC005824,PER02149,Personal Loan,12,2018-10-26,24,Active,Union Bank
REC005825,PER02149,Home Loan,356,2014-07-28,300,Active,PNB
REC005826,PER02149,Personal Loan,19,2011-09-02,36,Active,Bajaj Finserv
REC005827,PER02150,Gold Loan,14,2016-03-10,36,Defaulted,ICICI Bank
REC005828,PER02151,Car Loan,58,2025-10-06,36,Repaid,Bank of Baroda
REC005829,PER02151,Home Loan,129,2018-04-27,240,Active,LIC Housing Finance
REC005830,PER02153,Personal Loan,39,2022-10-02,36,Repaid,Kotak Mahindra
REC005831,PER02153,Personal Loan,50,2017-04-09,60,Active,SBI
REC005832,PER02155,Car Loan,36,2021-12-04,84,Repaid,LIC Housing Finance
REC005833,PER02155,Personal Loan,53,2020-02-01,48,Active,Bajaj Finserv
REC005834,PER02156,Personal Loan,24,2012-01-01,36,Repaid,Canara Bank
REC005835,PER02156,Home Loan,97,2015-09-14,240,Repaid,ICICI Bank
REC005836,PER02157,Business Loan,128,2021-12-10,48,Repaid,PNB
REC005837,PER02157,Car Loan,63,2015-06-16,48,Repaid,Union Bank
REC005838,PER02158,Business Loan,25,2013-07-08,48,Repaid,IDBI Bank
REC005839,PER02158,Home Loan,142,2025-07-25,240,Repaid,LIC Housing Finance
REC005840,PER02158,Business Loan,130,2016-07-15,12,Active,SBI
REC005841,PER02158,Home Loan,321,2014-12-01,300,Active,ICICI Bank
REC005842,PER02158,Consumer Durable Loan,5,2016-02-15,60,Repaid,HDFC Bank
REC005843,PER02158,Car Loan,43,2023-07-13,84,Active,Bajaj Finserv
REC005844,PER02159,Personal Loan,42,2023-02-28,36,Defaulted,HDFC Bank
REC005845,PER02159,Business Loan,78,2015-02-16,60,Repaid,Union Bank
REC005846,PER02159,Business Loan,60,2019-06-17,12,Defaulted,Kotak Mahindra
REC005847,PER02159,Home Loan,192,2014-02-01,180,Repaid,HDFC Bank
REC005848,PER02159,Education Loan,49,2017-06-21,84,Active,Bajaj Finserv
REC005849,PER02159,Home Loan,345,2019-04-22,120,Defaulted,Canara Bank
REC005850,PER02159,Home Loan,87,2017-09-18,180,Repaid,HDFC Bank
REC005851,PER02160,Home Loan,215,2011-03-18,120,Repaid,SBI
REC005852,PER02160,Personal Loan,55,2022-06-23,36,Active,LIC Housing Finance
REC005853,PER02160,Car Loan,84,2014-01-25,84,Repaid,SBI
REC005854,PER02160,Home Loan,284,2024-06-22,120,Defaulted,ICICI Bank
REC005855,PER02161,Personal Loan,29,2016-05-21,24,Repaid,Union Bank
REC005856,PER02161,Car Loan,68,2019-02-09,48,Defaulted,IDBI Bank
REC005857,PER02161,Home Loan,89,2017-02-10,180,Repaid,SBI
REC005858,PER02161,Personal Loan,100,2015-11-19,24,Repaid,ICICI Bank
REC005859,PER02162,Home Loan,144,2011-12-11,240,Defaulted,Tata Capital
REC005860,PER02162,Education Loan,43,2019-11-05,60,Active,Axis Bank
REC005861,PER02162,Consumer Durable Loan,11,2017-05-23,36,Repaid,Kotak Mahindra
REC005862,PER02162,Two-Wheeler Loan,13,2022-01-09,24,Repaid,Canara Bank
REC005863,PER02163,Home Loan,177,2022-05-03,300,Defaulted,Union Bank
REC005864,PER02164,Personal Loan,60,2021-04-16,24,Repaid,ICICI Bank
REC005865,PER02164,Home Loan,471,2015-03-28,360,Active,IDBI Bank
REC005866,PER02164,Home Loan,139,2021-01-22,360,Active,ICICI Bank
REC005867,PER02164,Personal Loan,47,2011-08-08,36,Repaid,Bajaj Finserv
REC005868,PER02164,Home Loan,323,2022-02-07,300,Repaid,Tata Capital
REC005869,PER02164,Personal Loan,78,2015-11-27,60,Repaid,Canara Bank
REC005870,PER02164,Car Loan,55,2016-10-15,84,Defaulted,Yes Bank
REC005871,PER02165,Home Loan,121,2011-10-01,120,Defaulted,HDFC Bank
REC005872,PER02165,Personal Loan,66,2023-09-04,24,Repaid,Kotak Mahindra
REC005873,PER02165,Personal Loan,36,2014-02-26,60,Defaulted,Union Bank
REC005874,PER02165,Gold Loan,13,2021-10-04,36,Repaid,Bajaj Finserv
REC005875,PER02166,Personal Loan,24,2025-09-12,12,Active,Tata Capital
REC005876,PER02166,Personal Loan,17,2010-08-08,36,Active,Bajaj Finserv
REC005877,PER02166,Business Loan,67,2019-08-28,36,Repaid,HDFC Bank
REC005878,PER02167,Car Loan,41,2021-11-13,60,Repaid,IDBI Bank
REC005879,PER02167,Home Loan,77,2010-04-14,300,Repaid,Tata Capital
REC005880,PER02167,Personal Loan,13,2023-06-23,48,Active,Bank of Baroda
REC005881,PER02167,Home Loan,105,2016-07-14,180,Repaid,Bajaj Finserv
REC005882,PER02168,Two-Wheeler Loan,5,2012-03-22,60,Repaid,LIC Housing Finance
REC005883,PER02169,Business Loan,74,2023-04-07,36,Repaid,PNB
REC005884,PER02169,Home Loan,112,2016-04-22,360,Active,ICICI Bank
REC005885,PER02169,Gold Loan,14,2017-03-25,12,Defaulted,Axis Bank
REC005886,PER02170,Personal Loan,48,2012-02-12,48,Repaid,PNB
REC005887,PER02171,Personal Loan,32,2010-09-07,60,Repaid,Bajaj Finserv
REC005888,PER02171,Home Loan,250,2016-12-13,120,Repaid,HDFC Bank
REC005889,PER02172,Car Loan,33,2022-09-05,36,Repaid,IndusInd Bank
REC005890,PER02172,Personal Loan,22,2024-04-22,12,Repaid,Canara Bank
REC005891,PER02173,Consumer Durable Loan,13,2012-08-10,12,Defaulted,LIC Housing Finance
REC005892,PER02174,Car Loan,57,2025-02-25,84,Repaid,PNB
REC005893,PER02174,Personal Loan,47,2020-12-05,36,Repaid,HDFC Bank
REC005894,PER02174,Personal Loan,25,2010-07-19,60,Active,Union Bank
REC005895,PER02175,Personal Loan,17,2020-01-25,48,Active,IndusInd Bank
REC005896,PER02175,Education Loan,66,2012-10-24,48,Repaid,HDFC Bank
REC005897,PER02176,Business Loan,103,2024-12-18,48,Active,HDFC Bank
REC005898,PER02177,Consumer Durable Loan,3,2016-05-09,12,Repaid,ICICI Bank
REC005899,PER02177,Education Loan,150,2021-03-24,84,Active,Tata Capital
REC005900,PER02177,Personal Loan,72,2023-01-05,12,Repaid,PNB
REC005901,PER02177,Home Loan,113,2013-02-21,180,Repaid,IndusInd Bank
REC005902,PER02177,Personal Loan,31,2012-11-10,60,Repaid,Union Bank
REC005903,PER02178,Two-Wheeler Loan,2,2017-04-16,12,Active,PNB
REC005904,PER02178,Home Loan,171,2014-11-05,360,Repaid,Union Bank
REC005905,PER02178,Home Loan,800,2015-11-25,360,Repaid,Axis Bank
REC005906,PER02179,Car Loan,74,2023-12-18,84,Repaid,Union Bank
REC005907,PER02179,Home Loan,183,2016-12-18,240,Defaulted,IndusInd Bank
REC005908,PER02179,Education Loan,77,2013-11-20,84,Active,LIC Housing Finance
REC005909,PER02180,Personal Loan,27,2014-07-21,24,Repaid,Canara Bank
REC005910,PER02181,Consumer Durable Loan,12,2021-12-16,12,Active,IDBI Bank
REC005911,PER02181,Home Loan,186,2018-05-24,360,Active,Bank of Baroda
REC005912,PER02181,Personal Loan,27,2020-11-02,36,Defaulted,Yes Bank
REC005913,PER02181,Home Loan,158,2025-11-24,180,Defaulted,Tata Capital
REC005914,PER02181,Personal Loan,25,2016-11-16,12,Defaulted,Bajaj Finserv
REC005915,PER02182,Education Loan,43,2015-11-13,84,Active,IDBI Bank
REC005916,PER02182,Education Loan,45,2019-03-02,48,Active,Tata Capital
REC005917,PER02182,Two-Wheeler Loan,8,2023-12-10,60,Repaid,PNB
REC005918,PER02182,Home Loan,119,2020-10-19,240,Repaid,Canara Bank
REC005919,PER02182,Personal Loan,53,2015-06-17,12,Repaid,LIC Housing Finance
REC005920,PER02183,Personal Loan,38,2010-07-09,48,Repaid,Axis Bank
REC005921,PER02183,Home Loan,112,2011-12-25,180,Defaulted,Tata Capital
REC005922,PER02183,Education Loan,46,2022-04-13,48,Active,SBI
REC005923,PER02183,Home Loan,132,2010-03-26,240,Repaid,Bajaj Finserv
REC005924,PER02183,Car Loan,78,2018-10-23,84,Repaid,Tata Capital
REC005925,PER02183,Home Loan,140,2018-04-09,300,Repaid,Kotak Mahindra
REC005926,PER02184,Home Loan,345,2020-10-10,120,Active,PNB
REC005927,PER02184,Car Loan,45,2014-10-15,60,Repaid,Union Bank
REC005928,PER02184,Education Loan,83,2010-08-03,60,Repaid,Bajaj Finserv
REC005929,PER02184,Gold Loan,20,2024-05-07,12,Repaid,Tata Capital
REC005930,PER02184,Home Loan,167,2022-06-19,180,Repaid,Bajaj Finserv
REC005931,PER02185,Car Loan,62,2015-10-09,84,Defaulted,Canara Bank
REC005932,PER02185,Business Loan,82,2012-12-06,24,Defaulted,Bajaj Finserv
REC005933,PER02186,Car Loan,78,2018-09-24,84,Defaulted,Yes Bank
REC005934,PER02186,Home Loan,145,2013-08-06,360,Active,SBI
REC005935,PER02187,Home Loan,136,2015-04-11,360,Active,Yes Bank
REC005936,PER02187,Consumer Durable Loan,2,2021-12-18,48,Repaid,Bajaj Finserv
REC005937,PER02187,Car Loan,49,2023-06-18,84,Repaid,SBI
REC005938,PER02187,Business Loan,137,2013-04-11,60,Active,Union Bank
REC005939,PER02188,Car Loan,41,2025-02-28,48,Repaid,Union Bank
REC005940,PER02189,Personal Loan,51,2015-03-04,24,Active,Union Bank
REC005941,PER02190,Car Loan,68,2020-03-22,60,Active,IDBI Bank
REC005942,PER02191,Personal Loan,15,2025-03-01,60,Repaid,Union Bank
REC005943,PER02191,Home Loan,364,2013-10-04,240,Defaulted,Bank of Baroda
REC005944,PER02192,Business Loan,53,2011-10-18,12,Active,LIC Housing Finance
REC005945,PER02192,Home Loan,246,2016-07-05,300,Repaid,SBI
REC005946,PER02192,Car Loan,43,2012-05-09,60,Repaid,Bank of Baroda
REC005947,PER02192,Home Loan,150,2024-04-18,240,Repaid,Bank of Baroda
REC005948,PER02192,Personal Loan,53,2014-06-23,48,Active,Kotak Mahindra
REC005949,PER02193,Car Loan,25,2018-03-02,60,Repaid,IndusInd Bank
REC005950,PER02193,Home Loan,147,2020-12-14,180,Active,HDFC Bank
REC005951,PER02193,Business Loan,103,2018-08-01,36,Repaid,Tata Capital
REC005952,PER02193,Personal Loan,33,2016-09-04,12,Repaid,Yes Bank
REC005953,PER02194,Gold Loan,25,2023-02-04,12,Defaulted,LIC Housing Finance
REC005954,PER02194,Personal Loan,6,2016-02-17,60,Active,IDBI Bank
REC005955,PER02194,Business Loan,63,2017-05-26,60,Active,Yes Bank
REC005956,PER02194,Home Loan,190,2016-08-15,240,Active,PNB
REC005957,PER02195,Personal Loan,67,2014-09-19,60,Defaulted,HDFC Bank
REC005958,PER02196,Business Loan,130,2013-05-14,24,Repaid,Bank of Baroda
REC005959,PER02196,Personal Loan,21,2021-09-14,12,Active,ICICI Bank
REC005960,PER02197,Home Loan,96,2013-09-19,300,Repaid,ICICI Bank
REC005961,PER02197,Home Loan,420,2025-05-21,300,Repaid,IndusInd Bank
REC005962,PER02197,Home Loan,186,2014-01-28,300,Repaid,LIC Housing Finance
REC005963,PER02197,Home Loan,377,2018-03-16,180,Repaid,Axis Bank
REC005964,PER02197,Home Loan,312,2010-06-24,300,Active,IndusInd Bank
REC005965,PER02197,Home Loan,88,2017-06-24,300,Active,Canara Bank
REC005966,PER02198,Two-Wheeler Loan,6,2010-12-07,48,Repaid,HDFC Bank
REC005967,PER02198,Home Loan,450,2023-03-22,360,Active,Yes Bank
REC005968,PER02198,Business Loan,395,2013-06-05,36,Active,LIC Housing Finance
REC005969,PER02198,Car Loan,70,2021-12-19,84,Repaid,Bajaj Finserv
REC005970,PER02198,Personal Loan,29,2025-12-21,48,Defaulted,SBI
REC005971,PER02200,Gold Loan,25,2017-04-01,60,Repaid,Tata Capital
REC005972,PER02200,Home Loan,416,2013-09-22,240,Active,PNB
REC005973,PER02200,Home Loan,235,2016-10-16,120,Active,Yes Bank
REC005974,PER02201,Car Loan,47,2010-11-13,48,Repaid,LIC Housing Finance
REC005975,PER02201,Education Loan,83,2014-10-27,36,Repaid,PNB
REC005976,PER02202,Personal Loan,18,2015-04-02,24,Repaid,Union Bank
REC005977,PER02202,Personal Loan,56,2011-09-23,12,Active,ICICI Bank
REC005978,PER02202,Home Loan,87,2017-01-15,360,Active,Tata Capital
REC005979,PER02203,Personal Loan,23,2010-06-06,48,Defaulted,Yes Bank
REC005980,PER02203,Home Loan,266,2013-01-01,360,Active,Axis Bank
REC005981,PER02203,Home Loan,266,2010-02-28,240,Active,Bank of Baroda
REC005982,PER02204,Business Loan,32,2018-10-25,48,Repaid,Kotak Mahindra
REC005983,PER02204,Business Loan,113,2010-01-27,36,Defaulted,Tata Capital
REC005984,PER02206,Car Loan,98,2021-09-04,36,Repaid,LIC Housing Finance
REC005985,PER02206,Home Loan,362,2018-02-10,300,Active,IndusInd Bank
REC005986,PER02207,Consumer Durable Loan,6,2017-07-07,60,Repaid,Bajaj Finserv
REC005987,PER02207,Personal Loan,100,2023-03-25,24,Repaid,IndusInd Bank
REC005988,PER02207,Home Loan,521,2025-10-25,360,Repaid,SBI
REC005989,PER02207,Gold Loan,12,2016-01-06,36,Active,ICICI Bank
REC005990,PER02207,Home Loan,264,2021-01-14,240,Repaid,Yes Bank
REC005991,PER02208,Home Loan,63,2024-11-03,360,Repaid,Axis Bank
REC005992,PER02208,Education Loan,115,2018-05-15,36,Active,ICICI Bank
REC005993,PER02209,Personal Loan,16,2023-02-25,60,Active,ICICI Bank
REC005994,PER02209,Home Loan,126,2020-06-15,360,Defaulted,LIC Housing Finance
REC005995,PER02209,Personal Loan,66,2025-06-03,48,Repaid,Canara Bank
REC005996,PER02209,Gold Loan,8,2017-02-01,12,Defaulted,Kotak Mahindra
REC005997,PER02210,Home Loan,94,2023-06-12,240,Repaid,ICICI Bank
REC005998,PER02210,Gold Loan,12,2021-06-09,36,Repaid,SBI
REC005999,PER02210,Gold Loan,8,2012-07-02,36,Repaid,Canara Bank
REC006000,PER02210,Car Loan,67,2014-11-04,60,Repaid,IndusInd Bank
REC006001,PER02210,Personal Loan,29,2010-12-19,48,Repaid,Yes Bank
REC006002,PER02211,Home Loan,177,2016-08-17,120,Defaulted,LIC Housing Finance
REC006003,PER02211,Home Loan,102,2016-01-13,180,Active,SBI
REC006004,PER02212,Personal Loan,9,2018-05-11,60,Active,Yes Bank
REC006005,PER02212,Personal Loan,36,2015-08-20,12,Defaulted,Bajaj Finserv
REC006006,PER02213,Business Loan,43,2017-06-03,36,Repaid,Tata Capital
REC006007,PER02213,Car Loan,75,2011-06-13,36,Repaid,Union Bank
REC006008,PER02213,Two-Wheeler Loan,23,2021-10-16,12,Repaid,Union Bank
REC006009,PER02214,Business Loan,90,2018-07-22,48,Repaid,Kotak Mahindra
REC006010,PER02214,Personal Loan,27,2021-04-28,48,Defaulted,ICICI Bank
REC006011,PER02214,Education Loan,150,2012-01-02,60,Defaulted,LIC Housing Finance
REC006012,PER02214,Home Loan,181,2013-04-11,180,Defaulted,SBI
REC006013,PER02214,Home Loan,351,2015-05-02,300,Defaulted,Bank of Baroda
REC006014,PER02214,Gold Loan,5,2020-11-15,60,Defaulted,LIC Housing Finance
REC006015,PER02215,Personal Loan,54,2013-10-22,12,Defaulted,HDFC Bank
REC006016,PER02215,Education Loan,38,2017-10-13,48,Defaulted,ICICI Bank
REC006017,PER02215,Personal Loan,8,2022-06-08,48,Active,LIC Housing Finance
REC006018,PER02216,Business Loan,57,2019-07-21,60,Repaid,ICICI Bank
REC006019,PER02217,Car Loan,64,2015-09-11,84,Repaid,LIC Housing Finance
REC006020,PER02217,Car Loan,36,2010-10-22,60,Repaid,HDFC Bank
REC006021,PER02217,Home Loan,171,2019-02-08,120,Active,Kotak Mahindra
REC006022,PER02217,Car Loan,34,2011-01-07,60,Active,Yes Bank
REC006023,PER02217,Gold Loan,26,2013-10-07,60,Repaid,Yes Bank
REC006024,PER02218,Personal Loan,50,2014-09-21,24,Defaulted,LIC Housing Finance
REC006025,PER02219,Personal Loan,25,2024-12-02,48,Repaid,Union Bank
REC006026,PER02219,Two-Wheeler Loan,6,2012-03-13,36,Repaid,Union Bank
REC006027,PER02219,Business Loan,65,2016-03-22,48,Repaid,IndusInd Bank
REC006028,PER02220,Home Loan,136,2020-10-25,300,Repaid,LIC Housing Finance
REC006029,PER02220,Home Loan,341,2011-05-10,240,Active,SBI
REC006030,PER02220,Home Loan,126,2017-10-19,120,Active,SBI
REC006031,PER02220,Home Loan,128,2015-07-17,180,Active,LIC Housing Finance
REC006032,PER02220,Car Loan,40,2019-09-25,36,Repaid,ICICI Bank
REC006033,PER02221,Business Loan,124,2011-04-08,48,Active,LIC Housing Finance
REC006034,PER02223,Gold Loan,9,2021-06-16,24,Repaid,Kotak Mahindra
REC006035,PER02223,Car Loan,46,2011-02-22,60,Active,Canara Bank
REC006036,PER02223,Home Loan,114,2020-03-02,240,Defaulted,IDBI Bank
REC006037,PER02223,Consumer Durable Loan,12,2022-07-02,24,Active,Bajaj Finserv
REC006038,PER02223,Consumer Durable Loan,6,2012-09-17,24,Repaid,Kotak Mahindra
REC006039,PER02224,Education Loan,82,2014-07-03,36,Active,ICICI Bank
REC006040,PER02224,Car Loan,87,2013-05-23,60,Active,Kotak Mahindra
REC006041,PER02224,Education Loan,69,2021-08-19,84,Active,HDFC Bank
REC006042,PER02224,Personal Loan,56,2019-08-13,60,Repaid,HDFC Bank
REC006043,PER02224,Two-Wheeler Loan,4,2010-09-24,48,Repaid,Tata Capital
REC006044,PER02224,Home Loan,213,2011-09-28,300,Active,Yes Bank
REC006045,PER02225,Car Loan,40,2023-04-28,84,Active,HDFC Bank
REC006046,PER02225,Personal Loan,25,2020-03-25,24,Active,LIC Housing Finance
REC006047,PER02225,Consumer Durable Loan,4,2022-02-12,36,Repaid,Axis Bank
REC006048,PER02225,Personal Loan,78,2013-11-24,60,Active,Union Bank
REC006049,PER02226,Business Loan,129,2017-05-25,36,Repaid,IDBI Bank
REC006050,PER02226,Personal Loan,20,2024-04-12,36,Repaid,Canara Bank
REC006051,PER02226,Education Loan,21,2023-04-06,60,Repaid,Union Bank
REC006052,PER02226,Business Loan,80,2010-04-23,36,Active,SBI
REC006053,PER02226,Two-Wheeler Loan,9,2014-05-25,36,Defaulted,Union Bank
REC006054,PER02227,Personal Loan,21,2010-09-20,36,Repaid,Axis Bank
REC006055,PER02227,Car Loan,25,2014-06-10,60,Defaulted,IDBI Bank
REC006056,PER02228,Education Loan,41,2024-05-16,48,Active,Union Bank
REC006057,PER02229,Two-Wheeler Loan,8,2015-03-19,24,Defaulted,IDBI Bank
REC006058,PER02230,Business Loan,48,2012-07-27,12,Repaid,Axis Bank
REC006059,PER02230,Personal Loan,44,2015-04-05,24,Active,Bajaj Finserv
REC006060,PER02230,Car Loan,85,2016-04-08,60,Active,Axis Bank
REC006061,PER02230,Car Loan,50,2018-08-02,60,Repaid,Canara Bank
REC006062,PER02231,Car Loan,45,2010-09-03,60,Repaid,HDFC Bank
REC006063,PER02231,Personal Loan,29,2023-06-14,24,Active,IndusInd Bank
REC006064,PER02232,Home Loan,128,2022-05-02,240,Repaid,Axis Bank
REC006065,PER02232,Gold Loan,11,2017-06-04,24,Repaid,Union Bank
REC006066,PER02233,Two-Wheeler Loan,5,2020-05-21,48,Repaid,Bank of Baroda
REC006067,PER02233,Education Loan,61,2014-08-24,60,Repaid,PNB
REC006068,PER02233,Gold Loan,24,2011-09-18,12,Repaid,LIC Housing Finance
REC006069,PER02233,Car Loan,95,2021-06-27,48,Active,PNB
REC006070,PER02234,Business Loan,125,2011-12-26,60,Active,Kotak Mahindra
REC006071,PER02234,Home Loan,113,2015-03-12,360,Active,Kotak Mahindra
REC006072,PER02235,Car Loan,62,2021-04-25,48,Repaid,ICICI Bank
REC006073,PER02235,Gold Loan,35,2017-07-19,12,Active,Union Bank
REC006074,PER02235,Business Loan,41,2015-04-04,36,Repaid,SBI
REC006075,PER02235,Gold Loan,14,2025-05-13,60,Active,Bank of Baroda
REC006076,PER02236,Education Loan,15,2015-04-26,84,Repaid,SBI
REC006077,PER02236,Home Loan,125,2011-12-17,360,Active,Bajaj Finserv
REC006078,PER02237,Two-Wheeler Loan,30,2020-01-22,48,Active,Tata Capital
REC006079,PER02237,Two-Wheeler Loan,11,2011-10-27,48,Active,Union Bank
REC006080,PER02237,Business Loan,84,2012-04-15,60,Repaid,LIC Housing Finance
REC006081,PER02237,Education Loan,57,2020-05-14,60,Active,Bajaj Finserv
REC006082,PER02237,Two-Wheeler Loan,4,2018-02-25,12,Active,IDBI Bank
REC006083,PER02238,Car Loan,86,2021-05-12,84,Active,Canara Bank
REC006084,PER02238,Business Loan,44,2023-04-03,12,Active,Union Bank
REC006085,PER02238,Personal Loan,18,2015-10-24,60,Repaid,HDFC Bank
